name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Halfway There (feat. Lena Leon),Halfway There (feat. Lena Leon),Tiësto,3EKKIR8be1kfAAwaz1fzyS,2019-03-15,58,195000,0.59,0.000753,0.888,0.00535,0.8170000000000001,0.0715,-4.151,0.0797,128.025,0,4,Energetic
Shimmer,The Best of Fuel,Fuel,6DzbmjkVZpz1mrDobAoJI8,2005,57,213948,0.263,0.00192,0.784,0.0,0.15,0.385,-6.513999999999999,0.054,114.671,7,4,Energetic
Secrets,Secrets,Erik Frank,3PGYOWmCia5R4iLRnGHwyf,2018-09-28,57,215714,0.743,0.762,0.748,6.25e-05,0.0939,0.476,-4.822,0.0519,126.086,0,4,Energetic
Rescue Me,Rescue Me,DubVision,7DP18u679fMurjsUxuxMHu,2019-06-14,57,187382,0.494,0.069,0.7390000000000001,0.000368,0.0664,0.235,-4.61,0.0427,128.007,6,4,Energetic
Midnight Sun,Midnight Sun,Nicky Romero,6qTP59Amjny78Qd8zayuNW,2019-05-10,57,145039,0.614,0.0574,0.98,2.51e-05,0.086,0.179,-3.61,0.199,127.062,3,4,Energetic
Reinventing Your Exit,They're Only Chasing Safety,Underoath,591vJuuep0gfPhx9p8WPD5,2004-01-01,57,262573,0.45,0.000124,0.978,7.14e-06,0.361,0.268,-4.198,0.0637,155.014,9,4,Energetic
Poem,Welcome,Taproot,7mQwxVogsnpR3h6AJLQLlR,2002-09-30,57,189200,0.364,0.000104,0.912,0.0025,0.086,0.6659999999999999,-2.968,0.107,105.368,7,4,Energetic
Lights Go Down,Lights Go Down,Mike Candys,2shD8wlebq8fDg6ChqOPkC,2019-10-18,57,155520,0.741,0.00254,0.812,0.104,0.301,0.146,-5.356,0.039,124.991,1,4,Energetic
Cold as Stone (feat. Charlotte Lawrence) - Lipless Remix,Cold as Stone (Remixes) (feat. Charlotte Lawrence),Kaskade,6chZg1OMXz9VN3MQCr4cNf,2018-05-04,57,228666,0.619,0.237,0.6629999999999999,0.0,0.111,0.142,-6.937,0.0366,123.93,7,4,Energetic
Never Be Lonely (feat. Envy Monroe),Never Be Lonely (feat. Envy Monroe),Blasterjaxx,5vckEy9NZ6kirDU4UX4bVl,2019-06-07,56,192000,0.5870000000000001,0.207,0.85,0.0,0.64,0.528,-3.904,0.0654,127.914,11,4,Energetic
Waiting For Tomorrow (feat. Mike Shinoda),BYLAW EP,Martin Garrix,27YP211Rr8RezhiFVDLFI8,2018-10-19,56,247504,0.507,0.00731,0.887,0.0,0.562,0.336,-4.084,0.141,128.015,5,4,Energetic
Back Where I Belong (feat. Avicii),Back Where I Belong (feat. Avicii),Otto Knows,78W8wiUIlQ2SnWY9TVowKZ,2016-06-03,56,174202,0.4970000000000001,0.0306,0.865,0.0679,0.443,0.595,-3.19,0.0644,125.96,0,4,Energetic
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,2003-04-01,56,212426,0.6920000000000001,0.0097,0.515,0.292,0.103,0.5489999999999999,-8.488,0.0678,128.469,4,4,Energetic
Anthem of Our Dying Day,Page Avenue (US Non-PA Version),Story Of The Year,4sPJgy0CksvmXp9jC0W4gv,2003-09-16,56,216026,0.388,0.0211,0.8,0.0,0.212,0.357,-6.33,0.0783,194.74400000000003,9,3,Energetic
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,2012-11-09,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.3720000000000001,-2.963,0.0656,111.972,10,4,Energetic
Heavy,Home,Collective Soul,3vqt0fEt6I52ANHu7mAlIP,2006-02-07,55,177213,0.535,0.000919,0.8540000000000001,0.00149,0.0676,0.618,-6.519,0.0368,106.929,1,4,Energetic
As I Sleep (feat. Charlee),As I Sleep (feat. Charlee),Tobtok,72qlZsoVPpyFxVjL6GUuYI,2018-04-13,55,193471,0.6940000000000001,0.0195,0.8240000000000001,0.0426,0.327,0.202,-6.306,0.161,123.014,8,4,Energetic
Adagio For Strings,Adagio For Strings,Lucas & Steve,1RvDsjCBDTES3lPiEGNNMY,2018-11-09,55,197189,0.349,0.000877,0.7929999999999999,0.431,0.22,0.0398,-6.747999999999998,0.0677,127.139,10,4,Energetic
One Step Closer,Hybrid Theory,Linkin Park,61fUybL3XS40gcffnnNPoX,2000-10-24,54,157333,0.4920000000000001,0.0014,0.969,1.32e-06,0.0787,0.5379999999999999,-4.419,0.0491,95.136,9,4,Energetic
Devotion And Desire,Bayside,Bayside,27O9FuS1UIm6ZyLplgLQAH,2005-08-23,54,209626,0.296,0.0007019999999999,0.9,0.0,0.339,0.286,-4.918,0.0922,184.256,2,4,Energetic
South Beach,South Beach,Vicetone,4GQVsXO7jkxg43UmAd1Tbb,2018-10-12,54,201951,0.501,0.0303,0.887,2.64e-05,0.114,0.336,-3.941,0.0424,123.052,1,4,Energetic
Voices,The Sickness (10th Anniversary Edition),Disturbed,47H4oc7Zkihwae7ST7F4zp,2010-03-12,54,191960,0.589,0.000116,0.983,0.00211,0.0628,0.469,-2.521,0.121,110.007,10,4,Energetic
"Honey, This Mirror Isn't Big Enough for the Two of Us","I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,5gNVTfD1L6QrPgOf0wFo0q,2002,54,231096,0.383,0.000328,0.946,1.13e-06,0.0537,0.534,-8.122,0.0789,108.591,1,4,Energetic
Blame,Blame,Manse,3TSZpRzSEKL1dFfpd1JDoF,2019-06-26,53,180937,0.612,0.619,0.68,0.0,0.0786,0.346,-4.925,0.0346,127.909,0,4,Energetic
Paperthin Hymn,Never Take Friendship Personal,Anberlin,6VSmHLLvYAAkzrYFT3LloU,2005-01-01,53,197480,0.298,0.00111,0.597,0.0,0.0819,0.536,-12.107,0.0343,180.43400000000003,5,4,Energetic
Stay Here,Stay Here,Olaars & Will Philips,69vYa2LVWv1TXvNIVNlJA1,2019-07-12,52,176129,0.4320000000000001,0.0149,0.8390000000000001,0.0,0.362,0.269,-3.901,0.0425,123.987,6,4,Energetic
Car Underwater,What To Do When You Are Dead,Armor For Sleep,4CilIy3dA3P9Tq2NFqKEOX,2005,52,228706,0.435,0.014,0.774,0.0,0.127,0.448,-5.052,0.0631,147.466,2,4,Energetic
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,2019-02-18,52,245783,0.34,0.00814,0.923,0.0008289999999999,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic
Sahara Love - Seven Lions Remix,Sahara Love,Above & Beyond,6KjTXwntv8paBCL3El9TnV,2019-03-08,52,322892,0.275,0.0418,0.659,4.15e-05,0.079,0.149,-5.631,0.039,144.908,6,4,Energetic
People Are Strange - Festival Mix,People Are Strange (Incl. Festival Mix),KAAZE,5b61rcrjF6JG7yq0RRaOLh,2019-11-01,51,195468,0.636,0.00222,0.912,0.0269,0.598,0.0765,-5.671,0.091,127.963,11,4,Energetic
Electronic Memories (feat. Mickey Kojak),Find Paradise,k?d,2viJufnGlsjR1X51CEHpeg,2018-10-05,51,237346,0.602,0.0992,0.926,0.0449,0.241,0.574,-1.62,0.0897,100.014,5,4,Energetic
Alive,Alive,Paris Blohm,2rPJcL8gQauA2nBdRyNZZL,2018-11-16,51,180468,0.494,0.00248,0.847,0.0,0.0502,0.148,-3.996,0.0537,129.909,0,4,Energetic
Groovin,Groovin,Sir Roy,3ktUAf5M4HiCt6n7Zb323H,2018-02-10,50,267152,0.845,0.0447,0.7440000000000001,0.343,0.13,0.6940000000000001,-9.539,0.0567,126.0,10,4,Energetic
Our Lady of Sorrows,"I Brought You My Bullets, You Brought Me Your Love",My Chemical Romance,46mPWQpvSFkXrr5nWoWW74,2002,50,125626,0.271,0.00099,0.931,0.0,0.182,0.382,-6.81,0.0785,142.407,1,4,Energetic
Like The First Time - House Mix,Like The First Time,Isaac Elton,5ABnK6bOqbsIRVsrc1UBOt,2018-02-01,50,209000,0.775,0.00481,0.8759999999999999,0.0536,0.6609999999999999,0.797,-9.58,0.0383,123.979,0,4,Energetic
Toxic,Rattlesnake!,A Static Lullaby,34ccBqL3xNaCzPxr0UqoEw,2008-09-09,49,200240,0.555,3.01e-05,0.98,4.38e-05,0.0661,0.37,-6.063,0.154,143.005,8,4,Energetic
Every Way,Every Way,Antonio Giacca,4xxyCh7xkK30LVBO81poif,2018-07-20,49,166211,0.879,0.019,0.908,2.62e-06,0.309,0.759,-4.422,0.126,123.036,11,4,Energetic
Over My Head (Better Off Dead),Does This Look Infected?,Sum 41,3SO0vfryYv381w1ImgWONG,2002-01-01,49,149306,0.44,0.00222,0.919,0.00503,0.0892,0.773,-4.462,0.0735,184.324,7,4,Energetic
EDM Sux,EDM Sux,FTampa,6AlzF33SOFB8vfrmABo0jV,2018-11-09,49,155625,0.653,0.00775,0.907,0.82,0.342,0.238,-5.877000000000002,0.11,128.079,7,4,Energetic
Pressure,Pressure,Seth Hills,7f2d3p6nzGFR6874f0E7E7,2019-12-20,49,135585,0.708,0.00885,0.863,0.366,0.285,0.4370000000000001,-4.001,0.0606,127.981,9,4,Energetic
Like We Do,Like We Do,Fedde Le Grand,1Qf07UNBIu1XolBnl7XTi8,2019-05-13,48,161992,0.614,0.0125,0.96,0.687,0.366,0.0392,-5.081,0.0465,128.019,2,4,Energetic
Promise,Horrorscope,Eve 6,5mqEL5pgnDCcWtTWpAofIV,2000,48,176506,0.62,0.0079099999999999,0.85,0.0,0.0769,0.715,-4.096,0.0327,107.982,9,4,Energetic
Dancing Through Sunday,Sing The Sorrow,AFI,4O5GKVbnQ8U9BxYWu0hIug,2003,47,146666,0.555,0.00291,0.98,0.0,0.279,0.643,-2.849,0.0947,114.078,3,4,Energetic
Rusted From the Rain,Billy Talent III,Billy Talent,0tzWCL2uhb2xQDWgG259nU,2009-09-22,47,254613,0.431,0.000481,0.858,7.65e-06,0.385,0.616,-3.533,0.0306,174.979,7,4,Energetic
Kiss You All Over - Single Edit,Kiss You All Over,Isaac Elton,1wHkIswzW9zGCOLDBYbHFL,2017-10-03,47,240383,0.696,0.0578,0.8240000000000001,8.56e-06,0.158,0.667,-5.67,0.0538,126.023,0,4,Energetic
Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,Group Therapy 300 Live from Hong Kong (ABGT300),Above & Beyond,0TEW7oRDKD2mjJQH507ni4,2018-10-05,47,364743,0.532,0.000312,0.664,0.0427,0.303,0.075,-9.804,0.0603,128.97299999999998,1,4,Energetic
No More 54,No More 54,Dada Life,7LgkgNtOYgWfSJsGgDXFop,2019-03-22,46,196273,0.541,0.000492,0.967,0.6759999999999999,0.103,0.134,-5.682,0.0529,126.026,1,4,Energetic
Gone My Way - KhoMha Remix,Gone My Way (KhoMha Remix),Morgan Page,08Hghm2hJpCxJux9YuhCG0,2019-05-10,46,168750,0.547,0.00129,0.895,0.107,0.288,0.0353,-7.081,0.0683,128.02200000000002,5,4,Energetic
Home,Home,Lucas & Steve,3Qsp2uAtcDCrrlknJtUPj8,2018-07-20,46,189834,0.544,0.00851,0.932,0.00811,0.157,0.337,-5.816,0.0679,125.954,10,4,Energetic
Points of Authority,Hybrid Theory,Linkin Park,04mlpyRplis2yvf18EwaeN,2000-10-24,45,200240,0.512,0.03,0.97,0.0,0.0994,0.4270000000000001,-3.886,0.212,94.952,8,4,Energetic
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,48H6uWuBYeeZUiXwb5f69K,2007-09-25,45,261240,0.421,0.000442,0.935,0.000212,0.1,0.455,-5.153,0.0697,165.02,8,4,Energetic
Ring The Alarm - Stadiumx Remix,Ring The Alarm (Remixes),Nicky Romero,3LmiKN6q3OwFD3sV8rhkk2,2019-04-19,45,173333,0.625,0.00032,0.994,0.0461,0.767,0.35,-1.689,0.0501,125.032,1,4,Energetic
White Lies - Guy Arthur Remix,White Lies (The Remixes),The Him,1FoMWISq2KNqKappkrG5Yo,2018-03-16,44,210000,0.6559999999999999,0.00428,0.8959999999999999,0.000137,0.192,0.506,-4.461,0.0936,128.026,9,4,Energetic
Guernica,Deja Entendu,Brand New,7lUjs7bf1fjKI8HKhbNp6z,2003-06-17,44,203173,0.382,0.127,0.907,5.65e-06,0.0915,0.346,-6.382999999999999,0.295,183.35,10,4,Energetic
Enemy,Seasons - Clean,Sevendust,3eqyYjMYUHGlmtCP4C4iSX,2003-10-07,43,183400,0.5720000000000001,0.000181,0.99,0.000295,0.118,0.397,-1.992,0.066,106.912,1,4,Energetic
Out Of Control - Pat Vocal Mix,Out Of Control EP,Lupe Fuentes,6wCsrMyI3DavGvodBx8A7h,2017-11-27,43,193548,0.8640000000000001,0.00875,0.742,0.394,0.41,0.6890000000000001,-6.117000000000001,0.043,124.009,1,4,Energetic
Faces,Scary Kids Scaring Kids,Scary Kids Scaring Kids,2G7cxwbFSMneFgTMdnvICw,2007-09-25,43,205706,0.368,3.44e-05,0.967,3.44e-05,0.317,0.537,-3.464,0.0566,194.982,2,4,Energetic
Duck And Run,The Better Life,3 Doors Down,0s8OsDxW96cl290PcsI2mX,2000,43,230600,0.524,0.0149,0.919,7.049999999999999e-05,0.131,0.848,-5.505,0.0436,87.931,4,4,Energetic
Still Alive,Still Alive,Mastrovita,3Y6wj6dRP3QmgXeV2zCzbn,2018-06-07,42,141951,0.65,0.3,0.912,0.6679999999999999,0.306,0.7290000000000001,-4.2780000000000005,0.055,126.073,11,4,Energetic
Vamos,Vamos,Dimitri Vangelis & Wyman,0i6KOje3rNRSNPw0vy803g,2018-02-02,42,181237,0.52,0.00209,0.975,0.213,0.148,0.254,-3.66,0.0839,128.017,2,4,Energetic
Flex,Flex,Fedde Le Grand,43p1IlKF0PBgwkqzS2EdCk,2018-05-14,42,155546,0.609,0.017,0.912,0.0335,0.44,0.5329999999999999,-3.823,0.0486,128.0,0,4,Energetic
Count That - R3HAB Edit,Count That (R3HAB Edit),Steff da Campo,1J1wnDwBjkFvDVOxNOLVjY,2018-11-09,41,125161,0.6859999999999999,0.0957,0.955,0.00621,0.0809,0.447,-3.665,0.113,123.978,1,4,Energetic
Under A Killing Moon,The Artist In The Ambulance,Thrice,0XiivUyimrmkUyJkKiILPW,2003-01-01,41,161733,0.414,7.12e-06,0.988,0.44,0.0709,0.489,-3.703,0.0786,184.995,8,4,Energetic
One More Night,One More Night,Labi Ramaj,0Ov2L3hgjc5TlxKuBpKOQK,2020-02-20,41,180972,0.62,0.00402,0.897,8.56e-05,0.108,0.183,-3.595,0.086,126.013,11,4,Energetic
One Night - D.O.D Remix,One Night (D.O.D Remix),Cedric Gervais,5Q0VxlFh80F3LmbGnuDE4M,2018-05-04,41,252500,0.6809999999999999,0.00732,0.969,0.199,0.219,0.26,-1.394,0.0702,126.024,1,4,Energetic
It's Goin' Down (feat. Mike Shinoda & Mr. Hahn),Built From Scratch,X-Ecutioners,6Xb5klX1nnSUxoh2AyZd54,2002-02-26,40,248573,0.674,0.00165,0.89,0.0136,0.0465,0.9,-3.953,0.274,104.862,8,4,Energetic
Listening,In Love and Death,The Used,528rajP3OyhornDwrsQrt4,2004-09-27,40,166226,0.475,0.000121,0.907,0.0,0.034,0.408,-5.064,0.0941,92.578,0,4,Energetic
Say Days Ago,The Used,The Used,0fcGdkaMVaJtPuYLB6bXRx,2002-06-25,40,197866,0.362,0.00022,0.979,0.0,0.459,0.195,-4.262,0.205,89.431,4,4,Energetic
Gasoline,Disclaimer II,Seether,4e7yuouxvWPbK1q2kVlgz8,2004-01-01,39,168560,0.478,4.650000000000001e-05,0.942,0.0336,0.061,0.726,-2.71,0.08,173.515,1,4,Energetic
All These Things I Hate (Revolve Around Me),The Poison,Bullet For My Valentine,6hZkQjIQBY7HAj4nzLUvdx,2005-09-01,39,225440,0.488,0.0303,0.879,0.0,0.288,0.483,-3.505,0.0514,94.003,6,3,Energetic
Bat Country,City of Evil,Avenged Sevenfold,6irNz2hSXvd2QJG0vXyBFR,2005-06-06,39,311813,0.541,0.000248,0.968,8.28e-06,0.423,0.505,-4.129,0.0396,125.04,0,4,Energetic
All in the Suit That You Wear,Thank You,Stone Temple Pilots,17Nk1aji6gd26vabky7fMi,2003-11-10,39,219573,0.429,1.94e-05,0.982,0.0185,0.312,0.583,-2.962,0.0617,122.881,2,4,Energetic
Afraid of Heights,Afraid of Heights,Billy Talent,0P44AUPRzaIAHNWquN0fGR,2016-07-29,38,225680,0.5429999999999999,0.000168,0.991,1.31e-05,0.374,0.7659999999999999,-2.78,0.0668,150.031,9,4,Energetic
Beautiful Night,Burden Brothers EP,Burden Brothers,4zhRVs7eqgdroy5E3kKEs2,2002-08-13,38,259529,0.531,0.000508,0.892,0.024,0.144,0.599,-4.54,0.0582,130.13299999999998,7,4,Energetic
Blackout,Blackout,(Hed) P.E.,6yTnvHRhUuuaoxy4dHzLGo,2003,37,233266,0.5479999999999999,0.00016,0.8640000000000001,0.00262,0.0354,0.5,-6.257999999999999,0.0557,95.569,1,4,Energetic
Polyamorous,Breaking Benjamin: Digital Box Set,Breaking Benjamin,1OvDGGu8KDbchlJTlM48Mr,2009-01-01,37,176946,0.544,0.000132,0.895,0.107,0.147,0.875,-6.207000000000002,0.0522,98.128,1,4,Energetic
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,2009-01-01,37,199493,0.343,0.000135,0.956,0.00165,0.143,0.5529999999999999,-5.073,0.0739,173.325,8,4,Energetic
Nowhere Kids,Shapeshifter,Smile Empty Soul,08EI81e55Lcqg2ZelJOXcG,2016-04-01,36,248413,0.511,0.000106,0.914,0.00097,0.195,0.393,-5.31,0.0457,99.011,8,4,Energetic
Hollowman,Trapt,Trapt,3MOdqpj30w4Wk96bBwLJk9,2002-11-05,36,303013,0.502,0.000214,0.92,0.0,0.306,0.182,-4.588,0.0611,159.884,2,4,Energetic
No One Knows,Songs For The Deaf,Queens of the Stone Age,0melIwOKh1JH4RjI1Is10w,2002,36,278653,0.509,0.0329,0.583,0.000124,0.359,0.67,-4.902,0.0615,170.886,0,4,Energetic
Wild Wild Son - Club Mix,Wild Wild Son (Club Mix),Armin van Buuren,2Fgo49RzWsVWKcwAksPWq8,2018-10-19,35,218200,0.526,0.00138,0.867,0.00064,0.0975,0.12,-4.332,0.0659,132.106,5,4,Energetic
Handful Of Redemption,Tomorrow Come Today,Boysetsfire,3ekjqtjoDwy5YLuGtKoXDO,2003-01-01,34,240253,0.508,0.00022,0.947,0.0315,0.0784,0.419,-3.684,0.0531,163.731,3,4,Energetic
Crystal Baller - 2006 Remaster,A Collection,Third Eye Blind,0uESMJnrEKYnZoRbNTvmpB,2006-07-18,31,255760,0.379,0.0142,0.695,1.13e-05,0.196,0.4320000000000001,-5.9220000000000015,0.0705,193.672,0,4,Energetic
Angry Chair,The Essential Alice In Chains,Alice In Chains,6H0wgcQCOuLYqDuNhMW8KL,2006-07-24,22,288400,0.313,0.0642,0.973,1.22e-06,0.0581,0.118,-3.855,0.109,107.3,8,4,Energetic
Fantasy - R3HAB Remix,Fantasy (R3HAB Remix),Sofie Tukker,3iGMErA58MMTYT1mBkUkRf,2019-04-19,19,188346,0.7,0.113,0.7509999999999999,0.00129,0.241,0.246,-3.853,0.0566,124.027,4,4,Energetic
Without,Inertia,The Exies,4qguRyO5RJexa48AuRwkLZ,2003-01-01,19,209906,0.523,0.000357,0.95,0.0,0.0944,0.479,-4.415,0.0467,99.231,6,4,Energetic
